  TCP    127.0.0.1:7890         0.0.0.0:0              LISTENING       3116
  TCP    127.0.0.1:7890         127.0.0.1:50538        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:51808        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:52056        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:52074        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:63380        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:63383        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:63388        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:63411        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:63420        FIN_WAIT_2      3116
  TCP    127.0.0.1:7890         127.0.0.1:63422        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:63427        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:63433        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:63868        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:63900        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:63938        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:64760        TIME_WAIT       0
  TCP    127.0.0.1:7890         127.0.0.1:64841        TIME_WAIT       0
  TCP    127.0.0.1:7890         127.0.0.1:64856        TIME_WAIT       0
  TCP    127.0.0.1:7890         127.0.0.1:64881        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:64889        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:64901        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:64917        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:64935        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:64946        TIME_WAIT       0
  TCP    127.0.0.1:7890         127.0.0.1:64957        TIME_WAIT       0
  TCP    127.0.0.1:7890         127.0.0.1:65034        TIME_WAIT       0
  TCP    127.0.0.1:7890         127.0.0.1:65050        TIME_WAIT       0
  TCP    127.0.0.1:7890         127.0.0.1:65059        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:65079        TIME_WAIT       0
  TCP    127.0.0.1:7890         127.0.0.1:65102        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:65108        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:65114        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:65125        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:65126        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:65127        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:65128        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:65129        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:65189        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:65208        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:65231        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:65233        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:65244        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:65246        ESTABLISHED     3116
  TCP    127.0.0.1:7890         127.0.0.1:65248        ESTABLISHED     3116
  TCP    127.0.0.1:50538        127.0.0.1:7890         ESTABLISHED     12216
  TCP    127.0.0.1:51808        127.0.0.1:7890         ESTABLISHED     25008
  TCP    127.0.0.1:52056        127.0.0.1:7890         ESTABLISHED     25008
  TCP    127.0.0.1:52074        127.0.0.1:7890         ESTABLISHED     22256
  TCP    127.0.0.1:63380        127.0.0.1:7890         ESTABLISHED     27088
  TCP    127.0.0.1:63383        127.0.0.1:7890         ESTABLISHED     27088
  TCP    127.0.0.1:63388        127.0.0.1:7890         ESTABLISHED     27088
  TCP    127.0.0.1:63411        127.0.0.1:7890         ESTABLISHED     31648
  TCP    127.0.0.1:63420        127.0.0.1:7890         CLOSE_WAIT      31648
  TCP    127.0.0.1:63422        127.0.0.1:7890         ESTABLISHED     27088
  TCP    127.0.0.1:63427        127.0.0.1:7890         ESTABLISHED     31648
  TCP    127.0.0.1:63433        127.0.0.1:7890         ESTABLISHED     31648
  TCP    127.0.0.1:63868        127.0.0.1:7890         ESTABLISHED     33680
  TCP    127.0.0.1:63900        127.0.0.1:7890         ESTABLISHED     33680
  TCP    127.0.0.1:63938        127.0.0.1:7890         ESTABLISHED     14404
  TCP    127.0.0.1:64672        127.0.0.1:7890         TIME_WAIT       0
  TCP    127.0.0.1:64674        127.0.0.1:7890         TIME_WAIT       0
  TCP    127.0.0.1:64694        127.0.0.1:7890         TIME_WAIT       0
  TCP    127.0.0.1:64711        127.0.0.1:7890         TIME_WAIT       0
  TCP    127.0.0.1:64764        127.0.0.1:7890         TIME_WAIT       0
  TCP    127.0.0.1:64765        127.0.0.1:7890         TIME_WAIT       0
  TCP    127.0.0.1:64766        127.0.0.1:7890         TIME_WAIT       0
  TCP    127.0.0.1:64767        127.0.0.1:7890         TIME_WAIT       0
  TCP    127.0.0.1:64768        127.0.0.1:7890         TIME_WAIT       0
  TCP    127.0.0.1:64881        127.0.0.1:7890         ESTABLISHED     25008
  TCP    127.0.0.1:64889        127.0.0.1:7890         ESTABLISHED     25008
  TCP    127.0.0.1:64901        127.0.0.1:7890         ESTABLISHED     25008
  TCP    127.0.0.1:64917        127.0.0.1:7890         ESTABLISHED     25008
  TCP    127.0.0.1:64935        127.0.0.1:7890         ESTABLISHED     25008
  TCP    127.0.0.1:64956        127.0.0.1:7890         TIME_WAIT       0
  TCP    127.0.0.1:64958        127.0.0.1:7890         TIME_WAIT       0
  TCP    127.0.0.1:64959        127.0.0.1:7890         TIME_WAIT       0
  TCP    127.0.0.1:64960        127.0.0.1:7890         TIME_WAIT       0
  TCP    127.0.0.1:65039        127.0.0.1:7890         TIME_WAIT       0
  TCP    127.0.0.1:65059        127.0.0.1:7890         ESTABLISHED     25008
  TCP    127.0.0.1:65081        127.0.0.1:7890         TIME_WAIT       0
  TCP    127.0.0.1:65087        127.0.0.1:7890         TIME_WAIT       0
  TCP    127.0.0.1:65091        127.0.0.1:7890         TIME_WAIT       0
  TCP    127.0.0.1:65095        127.0.0.1:7890         TIME_WAIT       0
  TCP    127.0.0.1:65102        127.0.0.1:7890         ESTABLISHED     33680
  TCP    127.0.0.1:65108        127.0.0.1:7890         ESTABLISHED     33680
  TCP    127.0.0.1:65109        127.0.0.1:7890         TIME_WAIT       0
  TCP    127.0.0.1:65114        127.0.0.1:7890         ESTABLISHED     19196
  TCP    127.0.0.1:65125        127.0.0.1:7890         ESTABLISHED     25008
  TCP    127.0.0.1:65126        127.0.0.1:7890         ESTABLISHED     25008
  TCP    127.0.0.1:65127        127.0.0.1:7890         ESTABLISHED     25008
  TCP    127.0.0.1:65128        127.0.0.1:7890         ESTABLISHED     25008
  TCP    127.0.0.1:65129        127.0.0.1:7890         ESTABLISHED     25008
  TCP    127.0.0.1:65189        127.0.0.1:7890         ESTABLISHED     25008
  TCP    127.0.0.1:65208        127.0.0.1:7890         ESTABLISHED     19196
  TCP    127.0.0.1:65213        127.0.0.1:7890         TIME_WAIT       0
  TCP    127.0.0.1:65231        127.0.0.1:7890         ESTABLISHED     27088
  TCP    127.0.0.1:65233        127.0.0.1:7890         ESTABLISHED     27088
  TCP    127.0.0.1:65235        127.0.0.1:7890         TIME_WAIT       0
  TCP    127.0.0.1:65239        127.0.0.1:7890         TIME_WAIT       0
  TCP    127.0.0.1:65242        127.0.0.1:7890         TIME_WAIT       0
  TCP    127.0.0.1:65244        127.0.0.1:7890         ESTABLISHED     31648
  TCP    127.0.0.1:65246        127.0.0.1:7890         ESTABLISHED     31648
  TCP    127.0.0.1:65248        127.0.0.1:7890         ESTABLISHED     31648
  UDP    127.0.0.1:7890         *:*                                    3116
